date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y
2020-05-16 08:59:59.999,416.687618297779,463.132447462388,496.503321824127,1.07710534073618,1155.30450367495,473.749530182518,405.165872788292,565.819784261455,10.8221752809344,467.230076614849,413.416815509682,847.700012207031,12.3671237949098,508.533746226981,977.384705398649,17.0381126978131,-0.698596040357375,90.068633217007,493.425000550599,488.324663974444,458.115389743995,94.2490568728261,480.676535395046,424.732943863085,442.431727462057,328.071945476078,473.81651876337,506.299783264008,97.7713882532666,507.154972503792,25.460646368852
2020-05-16 09:59:59.999,416.322061171723,462.929160443599,496.288931556823,1.02423922386831,1163.65042257777,473.335961698978,404.793337673521,566.730333809069,10.8010845373731,465.257362040529,412.990760511787,847.700012207031,12.6807020367131,510.48465916676,984.40570807567,17.0242980371048,-0.641445792589144,89.5282851944151,492.899116843152,488.324976027248,459.599194755292,93.6778097024154,480.029202348053,424.252756629506,442.204753812895,327.645092749005,473.695924441422,505.15900632398,97.0653764599919,506.528532532573,25.3537146986852
2020-05-16 10:59:59.999,416.293190860607,461.902442626546,496.445527616758,1.09435565628627,1156.32160727993,473.829982978496,405.827854835536,565.382808887191,10.8031140032977,464.871322855144,413.914083431615,847.700012207031,12.6332443525109,509.879151533711,978.273341288289,17.0104833763965,-0.547158738293806,89.9055628785996,492.038444834008,488.566944107816,459.312550943295,93.2176476606212,479.798816098918,424.491682103843,441.930259218513,328.259696459373,473.276143910674,504.274382964314,96.811619528681,505.744628524612,25.464845925521
2020-05-16 11:59:59.999,415.654958466525,459.051531260561,495.528633400782,1.06751339457584,1152.41870385408,472.033352830085,405.845483089075,560.838102040083,10.8492652546295,463.687260518959,413.495483813083,847.700012207031,12.7644785888959,506.871015540674,975.899300627219,16.9966687156881,-0.537368977758924,89.5669854598502,490.560280949746,487.221073048495,457.954399231552,92.9431683182096,478.63498984452,423.521729396252,441.66461504421,328.281122512782,472.377499357466,502.785705625304,96.2949462902909,504.403580854104,25.3316164803631
2020-05-16 12:59:59.999,415.697742671841,459.556815995846,495.376588202677,1.00242997462116,1151.99388201311,470.537030372974,406.616167052818,562.67377091404,10.8576995289055,469.528493546849,412.875555088566,847.700012207031,12.8093102060124,504.263576943104,976.483617972825,16.9828540549798,-0.431462270502642,89.9043953760106,490.352898034874,486.593700368915,458.697537025656,92.9347332254964,478.593281776244,423.551877497416,441.438533677951,327.776908076395,472.962201446449,501.963851729763,96.3082366382356,504.588948485157,25.3002948865964
2020-05-16 13:59:59.999,415.383471328194,457.580817380347,495.032075380811,0.919651056164452,1152.26547703067,469.256099028157,406.367360177035,560.740549989267,10.8351670709431,468.922201821528,413.659456691527,847.700012207031,12.6192628413531,501.433171735464,976.553458658194,16.9690393942715,-0.376156277025373,89.6411699820022,489.699920934068,487.954221815644,459.353296429923,93.3311555909581,478.962202989133,423.308262168072,441.757126355818,328.291285600624,472.716421400238,500.917402249072,96.2208259870735,504.155950800987,25.374394768295
2020-05-16 14:59:59.999,415.354575036184,458.604652323934,494.664021647158,0.996355234019805,1159.15688060645,469.469913236378,406.094041024248,562.064984065453,10.8696079923494,468.35256636736,413.362856743147,847.700012207031,12.5083965045784,497.63858908007,982.528673017657,16.9560296788677,-0.355971002933554,89.3247501785478,489.406464095718,487.13321240788,458.981417219677,92.6947520930515,478.772361238296,423.336414350957,440.919750157772,327.935004758603,472.87122505577,500.587401502101,95.9229257648579,504.375787107197,25.3436801370845
2020-05-16 15:59:59.999,414.757902415085,458.22980041031,494.148847516229,0.937753226969276,1155.78422658483,469.930642994251,405.694218370736,554.064375214114,10.8167686691696,468.654196637391,413.253757686875,847.700012207031,12.5785358383833,499.077445111727,979.67337829587,16.9609468547408,-0.346004803603084,89.1981723095562,489.420605150654,488.699949303466,452.679346231299,92.774520077215,479.845211051949,422.822656776347,442.467114161813,328.608417855112,472.523720727169,500.810396418745,95.7294317835711,504.207898088644,25.2883245363259
2020-05-16 16:59:59.999,414.50409541985,460.927829264176,493.627288432588,1.02836913996092,1155.64650352072,470.202867031482,405.13114047142,548.828060120491,10.910924257174,470.742908328078,412.26914682478,847.700012207031,12.7229802453944,501.979158826761,979.592512017802,16.9732396301934,-0.441369672267621,89.3146535691696,490.007733909578,485.044905888231,447.839772439417,93.0411421540187,480.781770949074,422.482840412646,443.138605642346,327.438667663274,473.240036022101,502.151787311996,96.0643934878153,506.450840176741,25.1665038045585
2020-05-16 17:59:59.999,414.596570113379,461.791774477106,494.798638366354,0.97470847560462,1157.93849779968,471.624168236809,405.822819766555,547.625592699665,10.8951989899787,472.197181862555,412.339957738893,847.700012207031,12.6944688206486,496.614015660622,981.597924683371,16.9855324056461,-0.508576989840016,89.5812423173495,491.012167798789,485.000308757401,445.681628564809,92.8559571429348,480.752184673552,422.421134327451,442.154305008988,327.712329900698,473.537285229561,502.119578253925,96.5020368861226,507.74939243101,25.197250326288
2020-05-16 18:59:59.999,415.420795454514,468.451541258501,495.311676218665,1.00849068557648,1158.41961437166,474.164731576912,405.973427822388,547.517130916073,10.8916354276813,475.322424435898,413.178826327907,847.700012207031,12.8173486373971,497.977845358308,981.90911721297,16.9978251810988,-0.651461966498433,89.4591016802113,492.127897114526,487.127386350067,444.915549391441,92.5609075356327,481.707295200104,423.813099325129,442.483394476435,328.545888355042,474.92607436123,503.32461775894,96.5039047647328,505.025027427925,25.3530350890935
2020-05-16 19:59:59.999,415.5530304298,467.564964332052,494.82959851568,1.07782251168203,1159.0687671575,476.878421053592,406.81028873709,548.970905332858,10.9084511191375,475.351168124175,414.420959401969,847.700012207031,12.7304655687634,504.12209291043,982.190855263114,17.0101179565514,-0.697651086259277,89.265793343073,492.114670742255,487.200757379441,448.119666407251,93.2441887797202,481.478893252274,423.530021683361,442.685979781232,328.014940017854,474.305556026338,501.841132869889,96.4357535834414,505.69343299698,25.3325588646427
2020-05-16 20:59:59.999,416.649524082157,474.096013196596,494.52433575179,1.05989383137663,1162.29609978888,475.663617110268,405.817425317195,551.936866460015,10.908009296396,472.591688496572,412.826371432903,847.700012207031,12.8930193978803,508.12518825801,985.197213315267,17.0224107320041,-0.664633325087116,89.3733574220722,491.9092386281,485.070590916372,444.459074459752,92.9734413085246,480.949655237944,424.749153553982,442.138079001947,327.306469212982,474.481651717836,516.460504114655,96.3470044610603,504.858402364052,25.3745896457756
2020-05-16 21:59:59.999,418.161053022523,478.70802363153,494.902169394914,1.00726040058234,1166.55970725534,471.899217205835,405.770633217339,550.660202842263,10.8934045570469,467.876417135677,412.451054722444,847.700012207031,12.9139771082562,492.916860215876,988.815130121829,17.0347035074568,-0.673429759716306,89.5949006606932,491.495481316713,485.680762049887,443.585624059839,92.6836134908912,481.13757529595,426.610215113621,441.364984441108,328.642445297301,475.446733769603,538.795376467141,96.4182743712484,504.530907748584,25.5687719875395
2020-05-16 22:59:59.999,418.346602289572,477.727468933744,494.629415487966,0.9924940424082,1161.55646064264,470.694952338497,405.595401331838,550.889479932619,10.8788549199602,468.584550095524,413.024278772722,847.700012207031,12.6569950516858,490.443246488281,984.601273609395,17.0460311844374,-0.714364750882438,89.4381187722435,491.503077541155,483.814355947357,442.193048976702,92.9519326110957,481.023419540565,426.541973845195,443.097905936387,327.354523647113,475.989339228612,538.805531446384,96.8562320246804,505.365961089049,25.6298606628403
2020-05-16 23:59:59.999,418.722322826592,478.231686255663,495.551511012017,0.958815387317037,1167.60065753308,470.924272325453,405.239046553207,551.036884455229,10.9046714936678,468.021141810514,411.670951793902,847.700012207031,12.6335376243195,488.133104334308,989.787712133178,17.0471941423674,-0.791521026475093,89.7827634503869,491.522396102391,484.473734363602,443.488459367745,92.6992348690778,481.027631097823,426.744895571655,442.665899716921,327.742715447075,475.956658037878,540.20980443148,96.7926751487042,506.681058683599,25.6602271864102
2020-05-17 00:59:59.999,418.808962267108,478.634826315519,495.808753588579,0.973450359989153,1167.25976147057,471.25090333516,404.947090288094,551.99007215175,10.9049448993611,468.910477602093,411.195917113225,847.700012207031,12.7198411219007,488.126916519411,989.459812802613,17.0456376496601,-0.828608963715435,89.5840069459839,492.044537411365,484.450915155945,443.384723736676,92.9708483613332,481.012810088201,426.994707839192,442.654455372475,327.391699879603,476.337857469754,540.515969373583,96.8683816539881,507.486073234784,25.6343941747985
2020-05-17 01:59:59.999,419.157658064536,478.833402075244,496.013023049297,0.90933954126155,1165.32113654473,471.694582916361,404.907724746237,553.997659933804,10.9104100342985,469.604188658495,410.97917241766,847.700012207031,12.7575006987463,493.145806663269,987.618750944014,17.0440811569528,-0.870902616983785,89.6784840048452,492.46341805362,486.07099272084,443.708202764412,93.0494409257916,481.558208393764,427.305044579171,442.678227749968,327.490702242829,476.183792316609,541.061138455795,96.6438001329265,507.419429337705,25.6565282471011
2020-05-17 02:59:59.999,419.850383364203,479.538848057573,495.966925084414,0.851981234335363,1158.53457013245,472.479988878351,404.524116588617,556.19129969205,10.9153645737444,470.622444267257,410.945069491698,847.700012207031,12.9398432501164,495.896458807098,981.937351239795,17.0425246642456,-0.937339682764788,89.6332467534716,492.930543134327,486.436053135488,442.895347300215,92.9279894672758,482.12971387779,428.225153283607,443.220769002988,328.033587098269,476.606340326662,541.314809069502,96.36043474317,507.980077491242,25.6607519030744
2020-05-17 03:59:59.999,420.365478088618,479.006461285786,495.415000621078,0.817976347847212,1158.2473014467,472.594761403266,404.019571217568,557.548993732136,10.9013905602964,471.178489205721,410.421779288571,847.700012207031,13.0312838015005,499.505959248493,981.546604133773,17.0409681715383,-0.960155482416437,89.5080750640617,492.530954249579,486.267152895634,445.746568380272,92.6266100371327,482.011820681905,428.505658987605,442.259537969534,327.878815026416,476.679440420547,541.067418617233,96.4182547659279,506.887420045782,25.717663023177
2020-05-17 04:59:59.999,420.259839997643,474.890591343704,495.196796171181,0.82333275460005,1157.59907580797,477.929955609702,404.612131977237,557.017705425442,10.9025860750737,471.727759885484,411.64346560704,847.700012207031,13.0029041923993,499.261985334904,980.885082840712,17.039411678831,-1.01265551298373,89.1045841121442,492.177489610499,487.383631791972,448.967942696918,92.7742201074576,481.666153273574,428.535466077047,440.78979893977,327.933547484375,476.882814239728,537.094791666507,96.3241718176082,503.548129082759,25.7872506174238
2020-05-17 05:59:59.999,419.955855701374,474.539945839923,495.813973185726,0.877260982897169,1151.70580920684,483.764997154905,405.14822365881,565.37592713193,10.9037356483179,476.153474417824,411.965905347528,847.700012207031,13.0152660236179,499.101496689321,976.190961627449,17.0378551861238,-0.98123493818945,89.4152717173113,492.170083120908,486.865814045894,449.233857268027,93.0998519789422,481.29919967559,427.936646727884,441.483097317674,327.802452083445,476.705966684633,517.885564465745,96.3159918032528,502.934439184168,25.7041704027362
2020-05-17 06:59:59.999,419.726352047772,473.643774116952,495.996202323852,0.928216365774176,1150.84132491025,489.104034826345,410.60458898151,560.393255929077,10.8939476987665,477.913638851604,418.261467812794,847.700012207031,13.0002593463208,501.961464407298,975.128247199373,17.0365577919892,-1.02334202089063,89.4796335441437,492.334224297128,488.220189262434,442.821639812433,92.8068415770072,482.284341351846,427.928462095829,441.12540046551,328.906058387104,476.572811195696,508.574571815872,96.1216719149001,503.272272070513,25.7265091642012
2020-05-17 07:59:59.999,419.822146665237,473.969225582741,496.299295703063,0.982479496899019,1160.5455415293,490.766927344248,416.654907285085,535.125044604501,10.8881016019229,478.860298681468,424.074502518061,847.700012207031,12.8923390288704,505.055981390063,983.375471358002,17.0372583087018,-1.00190533696741,89.742074073822,491.973542197684,488.086285434083,442.516688343206,92.5106532223701,482.274030632169,427.966491250546,440.460039597341,329.061951587014,477.315059840767,513.643466182955,96.0666861987758,503.969358473792,25.7242488353357
2020-05-17 08:59:59.999,418.904972469123,471.571398721971,494.752276389563,0.948071778266127,1164.44750462299,488.194997436019,416.738619733533,528.946294764878,10.9244318991936,478.114453082837,423.263746974909,847.700012207031,13.0265713546685,500.794282728842,986.46865008143,17.0383785487727,-0.882532644635481,89.5578673377457,491.049026899313,488.198222869626,444.244400499121,92.8590323442314,481.290386521011,427.247302398583,439.759623773093,328.715178384837,476.571353750013,514.239824199554,95.9393636148304,503.119687684685,25.5829140230732
2020-05-17 09:59:59.999,420.034010189864,472.98616085888,495.805434504349,0.940299902340596,1168.59968645299,489.51894967575,417.972603009684,530.325055549503,10.9004220814908,476.510884003294,424.427011665578,847.700012207031,13.0602537064089,502.81801083429,990.056029793162,17.0394987888437,-0.832783317896299,89.9727807872395,491.501761874078,487.499006801322,455.26947517149,92.7358164669896,481.43752535516,428.28605571214,446.215624545611,328.740812700934,476.653873482551,514.358818586535,96.2803866486973,503.685974542087,25.6722512098387
2020-05-17 10:59:59.999,419.744019591815,471.858603781683,495.827298486627,1.05475556796105,1167.3513444424,487.664595613598,418.811248249694,526.704021023057,10.8967137728456,477.351405190734,425.496376676144,847.700012207031,13.0358191512246,501.762888936738,988.706154252083,17.0406190289146,-0.67963327613957,89.7740793612423,490.805839521765,489.669594721513,458.204812056,92.6023142048241,481.411329644128,428.073071124505,446.619712770914,329.362885391251,474.128581696079,515.963703769267,95.8497886896931,501.949177353562,25.6766154903882
2020-05-17 11:59:59.999,419.521217908326,472.166470362415,495.458553120524,1.03233411883929,1165.80226994859,481.968188813799,418.056312532969,524.238767733544,10.895871082216,483.096218348027,425.014272948916,847.700012207031,12.9187499721372,499.166925447994,987.651315936046,17.0417392689855,-0.708409350309889,89.5834710525611,489.995344267634,487.92373709979,458.617785414463,92.3587464756054,480.374072764941,427.92692195837,446.636613962836,328.614729490305,476.708782933323,518.92619600475,95.8803902124316,494.789768116612,25.6739001779532
